"caller_class","caller_method","caller_qualified","callee_function","file_path","line_number"
"firebase::auth::Auth","SignInWithCustomToken","firebase::auth::Auth::SignInWithCustomToken","std::__1::unique_ptr<VerifyCustomTokenRequest, default_delete<VerifyCustomTokenRequest>>::unique_ptr","auth/src/desktop/auth_desktop.cc",352
"firebase::auth::Auth","SignInWithCustomToken","firebase::auth::Auth::SignInWithCustomToken","firebase::auth::VerifyCustomTokenRequest::VerifyCustomTokenRequest","auth/src/desktop/auth_desktop.cc",350
"firebase::auth::Auth","SignInWithCustomToken","firebase::auth::Auth::SignInWithCustomToken","std::__1::unique_ptr<VerifyCustomTokenRequest, default_delete<VerifyCustomTokenRequest>>::~unique_ptr","auth/src/desktop/auth_desktop.cc",352
"firebase::auth::Auth","SignInWithCustomToken","firebase::auth::Auth::SignInWithCustomToken","std::__1::unique_ptr<VerifyCustomTokenRequest, default_delete<VerifyCustomTokenRequest>>::~unique_ptr","auth/src/desktop/auth_desktop.cc",354
"firebase::auth::Auth","SignInWithCustomToken","firebase::auth::Auth::SignInWithCustomToken","firebase::auth::GetApiKey","auth/src/desktop/auth_desktop.cc",350
"firebase::auth::Auth","SignInWithCustomToken","firebase::auth::Auth::SignInWithCustomToken","firebase::auth::CallAsync","auth/src/desktop/auth_desktop.cc",352
"firebase::auth::Auth","RemoveIdTokenListener","firebase::auth::Auth::RemoveIdTokenListener","std::__1::vector<IdTokenListener *, allocator<IdTokenListener *>>::size","auth/src/auth.cc",296
"firebase::auth::Auth","RemoveIdTokenListener","firebase::auth::Auth::RemoveIdTokenListener","std::__1::vector<IdTokenListener *, allocator<IdTokenListener *>>::size","auth/src/auth.cc",302
"firebase::auth::Auth","RemoveIdTokenListener","firebase::auth::Auth::RemoveIdTokenListener","firebase::auth::RemoveListener","auth/src/auth.cc",297
"firebase::auth::Auth","RemoveIdTokenListener","firebase::auth::Auth::RemoveIdTokenListener","firebase::auth::DisableTokenAutoRefresh","auth/src/auth.cc",303
"firebase::auth::Auth","AddIdTokenListener","firebase::auth::Auth::AddIdTokenListener","firebase::MutexLock::MutexLock","auth/src/auth.cc",238
"firebase::auth::Auth","AddIdTokenListener","firebase::auth::Auth::AddIdTokenListener","firebase::MutexLock::~MutexLock","auth/src/auth.cc",253
"firebase::auth::Auth","AddIdTokenListener","firebase::auth::Auth::AddIdTokenListener","firebase::auth::IdTokenListener::OnIdTokenChanged","auth/src/auth.cc",249
"firebase::auth::Auth","AddIdTokenListener","firebase::auth::Auth::AddIdTokenListener","firebase::auth::AddListener","auth/src/auth.cc",239
"firebase::auth::Auth","AddIdTokenListener","firebase::auth::Auth::AddIdTokenListener","firebase::auth::EnableTokenAutoRefresh","auth/src/auth.cc",251
"firebase::auth::Auth","RemoveAuthStateListener","firebase::auth::Auth::RemoveAuthStateListener","firebase::auth::RemoveListener","auth/src/auth.cc",290
"firebase::auth::Auth","AddAuthStateListener","firebase::auth::Auth::AddAuthStateListener","firebase::MutexLock::MutexLock","auth/src/auth.cc",222
"firebase::auth::Auth","AddAuthStateListener","firebase::auth::Auth::AddAuthStateListener","firebase::MutexLock::~MutexLock","auth/src/auth.cc",232
"firebase::auth::Auth","AddAuthStateListener","firebase::auth::Auth::AddAuthStateListener","firebase::auth::AuthStateListener::OnAuthStateChanged","auth/src/auth.cc",230
"firebase::auth::Auth","AddAuthStateListener","firebase::auth::Auth::AddAuthStateListener","firebase::auth::AddListener","auth/src/auth.cc",224
"firebase::auth::Auth","UseAppLanguage","firebase::auth::Auth::UseAppLanguage","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_desktop.cc",566
"firebase::auth::Auth","UseAppLanguage","firebase::auth::Auth::UseAppLanguage","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_desktop.cc",568
"firebase::auth::Auth","UseAppLanguage","firebase::auth::Auth::UseAppLanguage","std::__1::basic_string<char, char_traits<char>, allocator<char>>::assign","auth/src/desktop/auth_desktop.cc",567
"firebase::auth::Auth","FindAuth","firebase::auth::Auth::FindAuth","std::__1::operator!=","auth/src/auth.cc",99
"firebase::auth::Auth","FindAuth","firebase::auth::Auth::FindAuth","firebase::MutexLock::MutexLock","auth/src/auth.cc",96
"firebase::auth::Auth","FindAuth","firebase::auth::Auth::FindAuth","firebase::MutexLock::~MutexLock","auth/src/auth.cc",103
"firebase::auth::Auth","FindAuth","firebase::auth::Auth::FindAuth","std::__1::map<App *, Auth *, less<App *>, allocator<pair<App *const, Auth *>>>::end","auth/src/auth.cc",99
"firebase::auth::Auth","FindAuth","firebase::auth::Auth::FindAuth","std::__1::__map_iterator<__tree_iterator<__value_type<App *, Auth *>, __tree_node<__value_type<App *, Auth *>, void *> *, long>>::operator->","auth/src/auth.cc",100
"firebase::auth::Auth","FindAuth","firebase::auth::Auth::FindAuth","std::__1::map<App *, Auth *, less<App *>, allocator<pair<App *const, Auth *>>>::find","auth/src/auth.cc",98
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","firebase::MutexLock::MutexLock","auth/src/auth.cc",67
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","firebase::MutexLock::~MutexLock","auth/src/auth.cc",92
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","firebase::LogDebug","auth/src/auth.cc",84
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","std::__1::map<App *, Auth *, less<App *>, allocator<pair<App *const, Auth *>>>::operator[]","auth/src/auth.cc",88
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","firebase::auth::Auth::Auth","auth/src/auth.cc",83
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","firebase::auth::Auth::FindAuth","auth/src/auth.cc",69
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","firebase::auth::LogHeartbeat","auth/src/auth.cc",74
"firebase::auth::Auth","GetAuth","firebase::auth::Auth::GetAuth","firebase::auth::CreatePlatformAuth","auth/src/auth.cc",79
"firebase::auth::Auth","SendPasswordResetEmailLastResult","firebase::auth::Auth::SendPasswordResetEmailLastResult","firebase::ReferenceCountedFutureImpl::LastResult","auth/src/auth.cc",364
"firebase::auth::Auth","SendPasswordResetEmailLastResult","firebase::auth::Auth::SendPasswordResetEmailLastResult","firebase::Future<void>::Future","auth/src/auth.cc",364
"firebase::auth::Auth","CreateUserWithEmailAndPasswordLastResult","firebase::auth::Auth::CreateUserWithEmailAndPasswordLastResult","firebase::ReferenceCountedFutureImpl::LastResult","auth/src/auth.cc",374
"firebase::auth::Auth","CreateUserWithEmailAndPasswordLastResult","firebase::auth::Auth::CreateUserWithEmailAndPasswordLastResult","firebase::Future<AuthResult>::Future","auth/src/auth.cc",374
"firebase::auth::Auth","SignInWithEmailAndPasswordLastResult","firebase::auth::Auth::SignInWithEmailAndPasswordLastResult","firebase::ReferenceCountedFutureImpl::LastResult","auth/src/auth.cc",372
"firebase::auth::Auth","SignInWithEmailAndPasswordLastResult","firebase::auth::Auth::SignInWithEmailAndPasswordLastResult","firebase::Future<AuthResult>::Future","auth/src/auth.cc",372
"firebase::auth::Auth","SignInAnonymouslyLastResult","firebase::auth::Auth::SignInAnonymouslyLastResult","firebase::ReferenceCountedFutureImpl::LastResult","auth/src/auth.cc",370
"firebase::auth::Auth","SignInAnonymouslyLastResult","firebase::auth::Auth::SignInAnonymouslyLastResult","firebase::Future<AuthResult>::Future","auth/src/auth.cc",370
"firebase::auth::Auth","SignInAndRetrieveDataWithCredentialLastResult","firebase::auth::Auth::SignInAndRetrieveDataWithCredentialLastResult","firebase::ReferenceCountedFutureImpl::LastResult","auth/src/auth.cc",368
"firebase::auth::Auth","SignInAndRetrieveDataWithCredentialLastResult","firebase::auth::Auth::SignInAndRetrieveDataWithCredentialLastResult","firebase::Future<AuthResult>::Future","auth/src/auth.cc",368
"firebase::auth::Auth","SignInAndRetrieveDataWithCredential","firebase::auth::Auth::SignInAndRetrieveDataWithCredential","std::__1::basic_string<char, char_traits<char>, allocator<char>>::~basic_string","auth/src/desktop/auth_desktop.cc",442
"firebase::auth::Auth","SignInAndRetrieveDataWithCredential","firebase::auth::Auth::SignInAndRetrieveDataWithCredential","firebase::auth::Credential::provider","auth/src/desktop/auth_desktop.cc",442
"firebase::auth::Auth","SignInAndRetrieveDataWithCredential","firebase::auth::Auth::SignInAndRetrieveDataWithCredential","firebase::auth::Promise<AuthResult>::Promise","auth/src/desktop/auth_desktop.cc",440
"firebase::auth::Auth","SignInAndRetrieveDataWithCredential","firebase::auth::Auth::SignInAndRetrieveDataWithCredential","firebase::auth::Promise<AuthResult>::Promise","auth/src/desktop/auth_desktop.cc",442
"firebase::auth::Auth","SignInAndRetrieveDataWithCredential","firebase::auth::Auth::SignInAndRetrieveDataWithCredential","firebase::auth::Promise<AuthResult>::~Promise","auth/src/desktop/auth_desktop.cc",442
"firebase::auth::Auth","SignInAndRetrieveDataWithCredential","firebase::auth::Auth::SignInAndRetrieveDataWithCredential","firebase::auth::Promise<AuthResult>::~Promise","auth/src/desktop/auth_desktop.cc",444
"firebase::auth::Auth","SignInAndRetrieveDataWithCredential","firebase::auth::Auth::SignInAndRetrieveDataWithCredential","firebase::auth::(unnamed namespace)::DoSignInWithCredential","auth/src/desktop/auth_desktop.cc",442
"firebase::auth::Auth","SignInWithCustomTokenLastResult","firebase::auth::Auth::SignInWithCustomTokenLastResult","firebase::ReferenceCountedFutureImpl::LastResult","auth/src/auth.cc",366
"firebase::auth::Auth","SignInWithCustomTokenLastResult","firebase::auth::Auth::SignInWithCustomTokenLastResult","firebase::Future<AuthResult>::Future","auth/src/auth.cc",366
"firebase::auth::Auth","FetchProvidersForEmailLastResult","firebase::auth::Auth::FetchProvidersForEmailLastResult","firebase::ReferenceCountedFutureImpl::LastResult","auth/src/auth.cc",363
"firebase::auth::Auth","FetchProvidersForEmailLastResult","firebase::auth::Auth::FetchProvidersForEmailLastResult","firebase::Future<FetchProvidersResult>::Future","auth/src/auth.cc",363
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","std::__1::move","auth/src/desktop/auth_desktop.cc",471
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::ValidateEmail","auth/src/desktop/auth_desktop.cc",450
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::Promise<FetchProvidersResult>::Promise","auth/src/desktop/auth_desktop.cc",448
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::Promise<FetchProvidersResult>::Promise","auth/src/desktop/auth_desktop.cc",471
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::Promise<FetchProvidersResult>::LastResult","auth/src/desktop/auth_desktop.cc",451
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","std::__1::unique_ptr<CreateAuthUriRequest, default_delete<CreateAuthUriRequest>>::unique_ptr","auth/src/desktop/auth_desktop.cc",455
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","std::__1::unique_ptr<CreateAuthUriRequest, default_delete<CreateAuthUriRequest>>::unique_ptr","auth/src/desktop/auth_desktop.cc",471
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::CreateAuthUriRequest::CreateAuthUriRequest","auth/src/desktop/auth_desktop.cc",456
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::Promise<FetchProvidersResult>::~Promise","auth/src/desktop/auth_desktop.cc",471
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::Promise<FetchProvidersResult>::~Promise","auth/src/desktop/auth_desktop.cc",472
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","std::__1::unique_ptr<CreateAuthUriRequest, default_delete<CreateAuthUriRequest>>::~unique_ptr","auth/src/desktop/auth_desktop.cc",471
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","std::__1::unique_ptr<CreateAuthUriRequest, default_delete<CreateAuthUriRequest>>::~unique_ptr","auth/src/desktop/auth_desktop.cc",472
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::GetApiKey","auth/src/desktop/auth_desktop.cc",456
"firebase::auth::Auth","FetchProvidersForEmail","firebase::auth::Auth::FetchProvidersForEmail","firebase::auth::CallAsync","auth/src/desktop/auth_desktop.cc",471
"firebase::auth::Auth","~Auth","firebase::auth::Auth::~Auth","firebase::auth::Auth::DeleteInternal","auth/src/auth.cc",181
"firebase::auth::Auth","language_code","firebase::auth::Auth::language_code","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_desktop.cc",547
"firebase::auth::Auth","language_code","firebase::auth::Auth::language_code","std::__1::basic_string<char, char_traits<char>, allocator<char>>::basic_string","auth/src/desktop/auth_desktop.cc",549
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::LogAssert","auth/src/desktop/auth_desktop.cc",307
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::rest::CleanupTransportCurl","auth/src/desktop/auth_desktop.cc",334
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::scheduler::Scheduler::CancelAllAndShutdownWorkerThread","auth/src/desktop/auth_desktop.cc",309
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::auth::DestroyUserDataPersist","auth/src/desktop/auth_desktop.cc",328
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::auth::DestroyFunctionRegistryListener","auth/src/desktop/auth_desktop.cc",324
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::auth::DestroyTokenRefresher","auth/src/desktop/auth_desktop.cc",326
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::auth::AuthImpl::~AuthImpl","auth/src/desktop/auth_desktop.cc",332
"firebase::auth::Auth","DestroyPlatformAuth","firebase::auth::Auth::DestroyPlatformAuth","firebase::auth::UserView::ClearUser","auth/src/desktop/auth_desktop.cc",330
"firebase::auth::Auth","InitPlatformAuth","firebase::auth::Auth::InitPlatformAuth","firebase::rest::InitTransportCurl","auth/src/desktop/auth_desktop.cc",278
"firebase::auth::Auth","InitPlatformAuth","firebase::auth::Auth::InitPlatformAuth","firebase::auth::InitializeUserDataPersist","auth/src/desktop/auth_desktop.cc",299
"firebase::auth::Auth","InitPlatformAuth","firebase::auth::Auth::InitPlatformAuth","firebase::auth::InitializeTokenRefresher","auth/src/desktop/auth_desktop.cc",301
"firebase::auth::Auth","InitPlatformAuth","firebase::auth::Auth::InitPlatformAuth","firebase::auth::InitializeFunctionRegistryListener","auth/src/desktop/auth_desktop.cc",303
"firebase::auth::Auth","RemoveAuthStateListenerForRegistry","firebase::auth::Auth::RemoveAuthStateListenerForRegistry","firebase::auth::Auth::FindAuth","auth/src/desktop/auth_desktop.cc",269
"firebase::auth::Auth","RemoveAuthStateListenerForRegistry","firebase::auth::Auth::RemoveAuthStateListenerForRegistry","firebase::auth::FunctionRegistryAuthStateListener::RemoveListener","auth/src/desktop/auth_desktop.cc",273
"firebase::auth::Auth","RemoveAuthStateListenerForRegistry","firebase::auth::Auth::RemoveAuthStateListenerForRegistry","std::__1::unique_ptr<FunctionRegistryAuthStateListener, default_delete<FunctionRegistryAuthStateListener>>::operator->","auth/src/desktop/auth_desktop.cc",273
"firebase::auth::Auth","AddAuthStateListenerForRegistry","firebase::auth::Auth::AddAuthStateListenerForRegistry","firebase::auth::Auth::FindAuth","auth/src/desktop/auth_desktop.cc",257
